"year","country_of_origin","country_of_origin_iso","country_of_asylum","country_of_asylum_iso","refugees_under_unhcr_mandate","asylum_seekers","IDPs.of.concern.to.UNHCR","Other.people.in.need.of.international.protection","Stateless.persons","Host.Community","Others.of.concern","country_code","region","sub_region","latitude_origin","longitude_origin","latitude_asylum","longitude_asylum"
2023,"Jordan","JOR","Malaysia","MYS",5,0,0,"-",0,0,0,"JO","Asia","Western Asia",30.585164,36.238414,4.210484,101.975766
2023,"Liberia","LBR","Malaysia","MYS",19,12,0,"-",0,0,0,"LR","Africa","Sub-Saharan Africa",6.428055,-9.429499,4.210484,101.975766
2023,"Libya","LBY","Malaysia","MYS",11,0,0,"-",0,0,0,"LY","Africa","Northern Africa",26.3351,17.228331,4.210484,101.975766
2023,"Lebanon","LBN","Malaysia","MYS",5,0,0,"-",0,0,0,"LB","Asia","Western Asia",33.854721,35.862285,4.210484,101.975766
2023,"Sri Lanka","LKA","Malaysia","MYS",698,569,0,"-",0,0,0,"LK","Asia","Southern Asia",7.873054,80.771797,4.210484,101.975766
2023,"Mali","MLI","Malaysia","MYS",5,0,0,"-",0,0,0,"ML","Africa","Sub-Saharan Africa",17.570692,-3.996166,4.210484,101.975766
2023,"Myanmar","MMR","Malaysia","MYS",125698,36745,0,"-",0,0,0,"MM","Asia","South-eastern Asia",21.913965,95.956223,4.210484,101.975766
2023,"Nepal","NPL","Malaysia","MYS",6,0,0,"-",0,0,0,"NP","Asia","Southern Asia",28.394857,84.124008,4.210484,101.975766
2023,"Nigeria","NGA","Malaysia","MYS",5,49,0,"-",0,0,0,"NG","Africa","Sub-Saharan Africa",9.081999,8.675277,4.210484,101.975766
2023,"Pakistan","PAK","Malaysia","MYS",4034,2323,0,"-",0,0,0,"PK","Asia","Southern Asia",30.375321,69.345116,4.210484,101.975766
2023,"Philippines","PHL","Malaysia","MYS",0,8,0,"-",0,0,55000,"PH","Asia","South-eastern Asia",12.879721,121.774017,4.210484,101.975766
2023,"Russian Federation","RUS","Malaysia","MYS",5,0,0,"-",0,0,0,"RU","Europe","Eastern Europe",61.52401,105.318756,4.210484,101.975766
2023,"Sierra Leone","SLE","Malaysia","MYS",10,29,0,"-",0,0,0,"SL","Africa","Sub-Saharan Africa",8.460555,-11.779889,4.210484,101.975766
2023,"Somalia","SOM","Malaysia","MYS",1906,861,0,"-",0,0,0,"SO","Africa","Sub-Saharan Africa",5.152149,46.199616,4.210484,101.975766
2023,"South Sudan","SSD","Malaysia","MYS",55,25,0,"-",0,0,0,"SS","Africa","Sub-Saharan Africa",7.8627,29.6947,4.210484,101.975766
2023,"Stateless","XXA","Malaysia","MYS",0,0,0,"-",117070,0,0,NA,NA,NA,NA,NA,4.210484,101.975766
2023,"Sudan","SDN","Malaysia","MYS",168,133,0,"-",0,0,0,"SD","Africa","Northern Africa",12.862807,30.217636,4.210484,101.975766
2023,"Syrian Arab Rep.","SYR","Malaysia","MYS",394,2365,0,"-",0,0,0,"SY","Asia","Western Asia",34.802075,38.996815,4.210484,101.975766
2023,"Thailand","THA","Malaysia","MYS",20,14,0,"-",0,0,0,"TH","Asia","South-eastern Asia",15.870032,100.992541,4.210484,101.975766
2023,"Uganda","UGA","Malaysia","MYS",10,10,0,"-",0,0,0,"UG","Africa","Sub-Saharan Africa",1.373333,32.290275,4.210484,101.975766
2023,"United States of America","USA","Malaysia","MYS",6,0,0,"-",0,0,0,"US","Americas","Northern America",37.09024,-95.712891,4.210484,101.975766
2023,"Yemen","YEM","Malaysia","MYS",339,2889,0,"-",0,0,0,"YE","Asia","Western Asia",15.552727,48.516388,4.210484,101.975766
2023,"Zimbabwe","ZWE","Malaysia","MYS",0,5,0,"-",0,0,0,"ZW","Africa","Sub-Saharan Africa",-19.015438,29.154857,4.210484,101.975766
